11.12388,1.19185,10.42797,easy,13.11716,140.0006,10.38335AirPen
6.609376,0.4177714,3.506023,medium,14.25081,168.9517,4.716357AirPen
6.067966,0.2243699,1.685118,hard,18.32175,105.4435,4.783566AirPen
3.409059,0.3712487,12.83891,easy,11.27807,143.4727,2.91506AirPen
3.254371,0.7436547,7.395964,easy,7.85295,125.4638,3.254371AirPen
